MA_100107g0010.1
MA_10428611g0010.1
MA_10428616g0010.1
MA_10428619g0010.1
MA_10428625g0010.1
MA_10428630g0010.1
MA_10428648g0010.1
MA_10428670g0010.1
MA_10428743g0010.1
MA_10428783g0020.1
MA_10428826g0010.1
MA_10428851g0010.1
MA_10428859g0010.1
MA_10428884g0010.1
MA_10428886g0010.1
MA_10428905g0010.1
MA_10428913g0010.1
MA_10428915g0010.1
MA_10428919g0010.1
MA_10428924g0010.1
MA_10429092g0010.1
MA_10429115g0010.1
MA_10429182g0010.1
MA_10429195g0010.1
MA_10429197g0020.1
MA_10429224g0010.1
MA_10429233g0010.1
MA_10429296g0020.1
MA_10429334g0010.1
MA_10429336g0010.1
MA_10429365g0010.1
MA_10429446g0010.1
MA_10429476g0010.1
MA_10429479g0020.1
MA_10429538g0010.1
MA_10429595g0010.1
MA_10429654g0020.1
MA_10429775g0010.1
MA_10429775g0020.1
MA_10429891g0010.1
MA_10429891g0020.1
MA_10429939g0010.1
MA_10429941g0010.1
MA_10429973g0020.1
MA_10430005g0010.1
MA_10430005g0020.1
MA_10430018g0010.1
MA_10430064g0020.1
MA_10430085g0010.1
MA_10430112g0020.1
MA_10430115g0010.1
MA_10430301g0010.1
MA_10430346g0020.1
MA_10430358g0010.1
MA_10430381g0010.1
MA_10430599g0010.1
MA_10430651g0020.1
MA_10430720g0010.1
MA_10430758g0010.1
MA_10430800g0010.1
MA_10430866g0010.1
MA_10430870g0010.1
MA_10430884g0010.1
MA_10430922g0010.1
MA_10430934g0010.1
MA_10431002g0010.1
MA_10431055g0010.1
MA_10431091g0010.1
MA_10431093g0030.1
MA_10431122g0020.1
MA_10431144g0010.1
MA_10431161g0010.1
MA_10431201g0010.1
MA_10431267g0010.1
MA_10431284g0010.1
MA_10431300g0010.1
MA_10431300g0020.1
MA_10431317g0010.1
MA_10431444g0010.1
MA_10431493g0010.1
MA_10431493g0020.1
MA_10431515g0010.1
MA_10431532g0010.1
MA_10431540g0010.1
MA_10431540g0020.1
MA_10431540g0030.1
MA_10431711g0010.1
MA_10431811g0010.1
MA_10431874g0010.1
MA_10431907g0010.1
MA_10431926g0010.1
MA_10431964g0010.1
MA_10431971g0010.1
MA_10432037g0010.1
MA_10432037g0020.1
MA_10432052g0010.1
MA_10432090g0010.1
MA_10432106g0010.1
MA_10432114g0020.1
MA_10432137g0010.1
MA_10432151g0020.1
MA_10432194g0010.1
MA_10432239g0010.1
MA_10432310g0020.1
MA_10432360g0010.1
MA_10432360g0020.1
MA_10432360g0030.1
MA_10432413g0020.1
MA_10432446g0030.1
MA_10432475g0020.1
MA_10432478g0030.1
MA_10432567g0010.1
MA_10432576g0020.1
MA_10432693g0010.1
MA_10432735g0010.1
MA_10432788g0010.1
MA_10432790g0010.1
MA_10432793g0010.1
MA_10432831g0010.1
MA_10432860g0010.1
MA_10432902g0010.1
MA_10433003g0010.1
MA_10433003g0020.1
MA_10433011g0010.1
MA_10433057g0020.1
MA_10433113g0010.1
MA_10433118g0020.1
MA_10433132g0010.1
MA_10433249g0010.1
MA_10433265g0010.1
MA_10433385g0020.1
MA_10433385g0030.1
MA_10433391g0010.1
MA_10433391g0020.1
MA_10433406g0010.1
MA_10433425g0010.1
MA_10433428g0010.1
MA_10433442g0010.1
MA_10433448g0010.1
MA_10433485g0010.1
MA_10433536g0010.1
MA_10433575g0010.1
MA_10433795g0010.1
MA_10433855g0010.1
MA_10433858g0010.1
MA_10433863g0010.1
MA_10433917g0010.1
MA_10433942g0010.1
MA_10433955g0010.1
MA_10433955g0020.1
MA_10433985g0010.1
MA_10433998g0010.1
MA_10434025g0010.1
MA_10434127g0010.1
MA_10434153g0010.1
MA_10434266g0010.1
MA_10434266g0020.1
MA_10434266g0030.1
MA_10434313g0010.1
MA_10434336g0020.1
MA_10434363g0010.1
MA_10434397g0010.1
MA_10434402g0010.1
MA_10434413g0010.1
MA_10434414g0010.1
MA_10434424g0010.1
MA_10434428g0010.1
MA_10434451g0010.1
MA_10434488g0010.1
MA_10434583g0010.1
MA_10434622g0020.1
MA_10434624g0020.1
MA_10434688g0010.1
MA_10434708g0010.1
MA_10434709g0010.1
MA_10434729g0020.1
MA_10434741g0010.1
MA_10434750g0010.1
MA_10434771g0010.1
MA_10434796g0020.1
MA_10434915g0010.1
MA_10434923g0010.1
MA_10434945g0020.1
MA_10434945g0030.1
MA_10434946g0010.1
MA_10434950g0010.1
MA_10434950g0020.1
MA_10434956g0010.1
MA_10434996g0010.1
MA_10435034g0020.1
MA_10435070g0010.1
MA_10435201g0010.1
MA_10435244g0010.1
MA_10435273g0010.1
MA_10435321g0020.1
MA_10435352g0010.1
MA_10435368g0020.1
MA_10435404g0010.1
MA_10435419g0010.1
MA_10435444g0010.1
MA_10435488g0020.1
MA_10435490g0010.1
MA_10435492g0010.1
MA_10435507g0010.1
MA_10435510g0010.1
MA_10435521g0020.1
MA_10435526g0010.1
MA_10435562g0010.1
MA_10435633g0010.1
MA_10435806g0020.1
MA_10435875g0030.1
MA_10435933g0010.1
MA_10435992g0010.1
MA_10436005g0010.1
MA_10436016g0010.1
MA_10436072g0030.1
MA_10436145g0010.1
MA_10436188g0010.1
MA_10436190g0010.1
MA_10436196g0010.1
MA_10436205g0020.1
MA_10436239g0020.1
MA_10436300g0010.1
MA_10436369g0010.1
MA_10436432g0020.1
MA_10436441g0010.1
MA_10436531g0010.1
MA_10436535g0010.1
MA_10436539g0010.1
MA_10436554g0010.1
MA_10436563g0030.1
MA_10436585g0010.1
MA_10436587g0020.1
MA_10436589g0010.1
MA_10436632g0010.1
MA_10436682g0010.1
MA_10436687g0010.1
MA_10436713g0020.1
MA_10436713g0030.1
MA_10436776g0040.1
MA_10436799g0030.1
MA_10436843g0030.1
MA_10436946g0030.1
MA_10436966g0010.1
MA_10436986g0020.1
MA_10436997g0010.1
MA_10437002g0020.1
MA_10437035g0010.1
MA_10437059g0020.1
MA_10437060g0020.1
MA_10437102g0010.1
MA_10437104g0020.1
MA_10437108g0020.1
MA_10437114g0010.1
MA_10437184g0010.1
MA_10437194g0020.1
MA_10437221g0010.1
MA_10437223g0020.1
MA_10437230g0020.1
MA_10437253g0010.1
MA_10437269g0010.1
MA_104495g0010.1
MA_104707g0010.1
MA_105435g0010.1
MA_105458g0010.1
MA_105516g0020.1
MA_1056334g0010.1
MA_106219g0010.1
MA_106402g0010.1
MA_106672g0010.1
MA_107025g0010.1
MA_107288g0010.1
MA_107543g0010.1
MA_107601g0010.1
MA_108198g0010.1
MA_108278g0010.1
MA_10838g0010.1
MA_108401g0020.1
MA_10840g0010.1
MA_10869g0010.1
MA_108727g0010.1
MA_108874g0010.1
MA_11005g0010.1
MA_110306g0010.1
MA_110435g0020.1
MA_110551g0010.1
MA_11125g0010.1
MA_111367g0010.1
MA_11144g0010.1
MA_111469g0010.1
MA_111913g0010.1
MA_112061g0010.1
MA_112273g0010.1
MA_112295g0010.1
MA_112390g0010.1
MA_11258g0010.1
MA_1125g0010.1
MA_113592g0010.1
MA_114017g0010.1
MA_114375g0010.1
MA_115256g0010.1
MA_115450g0010.1
MA_115880g0010.1
MA_116385g0010.1
MA_11645g0010.1
MA_116545g0010.1
MA_116862g0010.1
MA_1170g0010.1
MA_118224g0010.1
MA_11862g0010.1
MA_118630g0010.1
MA_118719g0010.1
MA_118973g0010.1
MA_119175g0010.1
MA_120020g0010.1
MA_120345g0010.1
MA_120431g0010.1
MA_12058g0010.1
MA_120662g0010.1
MA_120806g0010.1
MA_120821g0010.1
MA_121040g0010.1
MA_121534g0010.1
MA_121880g0010.1
MA_12201g0010.1
MA_122769g0010.1
MA_122773g0010.1
MA_122962g0010.1
MA_123230g0010.1
MA_123249g0010.1
MA_12325g0010.1
MA_12334g0010.1
MA_123486g0010.1
MA_123631g0010.1
MA_12415g0010.1
MA_124243g0010.1
MA_12452g0010.1
MA_124640g0010.1
MA_12471g0030.1
MA_12474g0010.1
MA_124753g0010.1
MA_124947g0010.1
MA_12503g0010.1
MA_125282g0010.1
MA_125674g0010.1
MA_125758g0010.1
MA_125829g0010.1
MA_125844g0010.1
MA_12637g0010.1
MA_12679g0010.1
MA_127404g0010.1
MA_127666g0010.1
MA_12809g0010.1
MA_128164g0010.1
MA_128169g0010.1
MA_128244g0010.1
MA_128656g0010.1
MA_128766g0010.1
MA_128961g0020.1
MA_128961g0030.1
MA_129154g0010.1
MA_129161g0010.1
MA_129206g0010.1
MA_129324g0010.1
MA_12969g0010.1
MA_129775g0010.1
MA_130108g0010.1
MA_130238g0010.1
MA_130673g0010.1
MA_131224g0010.1
MA_131585g0010.1
MA_131587g0010.1
MA_1315g0010.1
MA_131671g0010.1
MA_132217g0010.1
MA_132265g0010.1
MA_132265g0020.1
MA_132285g0010.1
MA_132342g0010.1
MA_13240g0010.1
MA_132413g0010.1
MA_132958g0020.1
MA_133711g0010.1
MA_134006g0010.1
MA_134875g0010.1
MA_13490g0020.1
MA_134938g0010.1
MA_13496g0020.1
MA_135250g0020.1
MA_135496g0010.1
MA_135609g0010.1
MA_13587g0010.1
MA_136139g0010.1
MA_136177g0010.1
MA_136282g0010.1
MA_1366g0010.1
MA_137828g0010.1
MA_138314g0010.1
MA_138387g0010.1
MA_138486g0010.1
MA_138613g0010.1
MA_138618g0010.1
MA_138644g0010.1
MA_138753g0010.1
MA_13880g0010.1
MA_138889g0010.1
MA_13906g0010.1
MA_139193g0010.1
MA_139232g0010.1
MA_139238g0010.1
MA_139433g0010.1
MA_139797g0010.1
MA_139905g0010.1
MA_139954g0010.1
MA_1400g0010.1
MA_140138g0010.1
MA_140235g0010.1
MA_140415g0010.1
MA_140486g0010.1
MA_140585g0010.1
MA_14060g0010.1
MA_140983g0010.1
MA_140984g0020.1
MA_141216g0010.1
MA_141267g0010.1
MA_141350g0010.1
MA_14296g0010.1
MA_14309g0010.1
MA_143248g0010.1
MA_14341g0010.1
MA_14460g0010.1
MA_14556g0010.1
MA_146875g0010.1
MA_14986g0010.1
MA_150750g0010.1
MA_150g0010.1
MA_15122g0010.1
MA_15224g0010.1
MA_15381g0010.1
MA_15508g0010.1
MA_1563g0010.1
MA_157917g0010.1
MA_158072g0010.1
MA_15821g0010.1
MA_15897g0010.1
MA_16025g0010.1
MA_16054g0010.1
MA_160567g0010.1
MA_161013g0010.1
MA_161258g0010.1
MA_162469g0010.1
MA_162731g0010.1
MA_162822g0010.1
MA_16283g0010.1
MA_16314g0010.1
MA_16441g0010.1
MA_164507g0010.1
MA_16518g0010.1
MA_165604g0010.1
MA_165833g0020.1
MA_16595g0010.1
MA_16612g0010.1
MA_167502g0020.1
MA_16752g0020.1
MA_167620g0010.1
MA_168035g0010.1
MA_168077g0010.1
MA_168343g0010.1
MA_16875g0010.1
MA_16891g0010.1
MA_169054g0020.1
MA_169264g0010.1
MA_169329g0010.1
MA_169439g0010.1
MA_169498g0010.1
MA_169947g0010.1
MA_17017g0010.1
MA_170370g0020.1
MA_171358g0010.1
MA_17212g0010.1
MA_17217g0020.1
MA_172342g0010.1
MA_173063g0010.1
MA_17313g0010.1
MA_173500g0010.1
MA_173856g0010.1
MA_175187g0010.1
MA_17547g0010.1
MA_17548g0010.1
MA_176279g0010.1
MA_17691g0010.1
MA_176968g0010.1
MA_177265g0010.1
MA_17728g0010.1
MA_177568g0010.1
MA_17768g0010.1
MA_178733g0010.1
MA_17913g0010.1
MA_17919g0010.1
MA_179528g0010.1
MA_180449g0010.1
MA_180702g0020.1
MA_18091g0010.1
MA_181270g0010.1
MA_18273g0010.1
MA_18336g0010.1
MA_183668g0010.1
MA_183768g0010.1
MA_1839977g0010.1
MA_1840174g0010.1
MA_184831g0020.1
MA_18496g0010.1
MA_18528g0010.1
MA_185349g0010.1
MA_18557g0010.1
MA_18594g0010.1
MA_186082g0010.1
MA_18615g0020.1
MA_18616g0010.1
MA_1867024g0010.1
MA_18818g0010.1
MA_188199g0010.1
MA_189037g0010.1
MA_18923g0010.1
MA_189742g0010.1
MA_1897g0010.1
MA_189927g0010.1
MA_19007g0020.1
MA_190560g0010.1
MA_19072g0010.1
MA_19101g0010.1
MA_19156g0010.1
MA_191916g0010.1
MA_192112g0010.1
MA_19223g0010.1
MA_193431g0010.1
MA_193904g0010.1
MA_194736g0010.1
MA_194998g0010.1
MA_19557g0020.1
MA_195595g0010.1
MA_19627g0010.1
MA_19639g0020.1
MA_1964g0010.1
MA_19757g0010.1
MA_198304g0010.1
MA_19853g0010.1
MA_199290g0010.1
MA_200725g0010.1
MA_20113g0010.1
MA_201252g0010.1
MA_201809g0010.1
MA_20180g0010.1
MA_20204g0010.1
MA_202328g0010.1
MA_202491g0010.1
MA_202636g0010.1
MA_203340g0010.1
MA_203596g0010.1
MA_2040861g0010.1
MA_204448g0020.1
MA_20538g0020.1
MA_20561g0020.1
MA_20580g0020.1
MA_20589g0010.1
MA_208494g0010.1
MA_20853g0010.1
MA_210232g0010.1
MA_210262g0010.1
MA_210555g0010.1
MA_21080g0010.1
MA_210951g0010.1
MA_212055g0010.1
MA_2120g0010.1
MA_2120g0020.1
MA_213396g0010.1
MA_2134318g0010.1
MA_213457g0010.1
MA_214345g0010.1
MA_215317g0010.1
MA_216054g0010.1
MA_217472g0010.1
MA_2174g0010.1
MA_218163g0010.1
MA_218732g0010.1
MA_218767g0010.1
MA_218996g0010.1
MA_219029g0010.1
MA_219331g0010.1
MA_2193g0020.1
MA_222634g0010.1
MA_22510g0010.1
MA_22613g0010.1
MA_22749g0010.1
MA_2276692g0010.1
MA_229452g0010.1
MA_230960g0010.1
MA_231790g0010.1
MA_23320g0010.1
MA_23430g0010.1
MA_23554g0010.1
MA_23704g0010.1
MA_23745g0010.1
MA_2379305g0010.1
MA_238039g0010.1
MA_23842g0010.1
MA_2409g0010.1
MA_2410818g0010.1
MA_241496g0010.1
MA_24183g0010.1
MA_2421g0010.1
MA_242725g0010.1
MA_243442g0010.1
MA_245557g0010.1
MA_245615g0010.1
MA_245765g0010.1
MA_24622g0010.1
MA_24913g0010.1
MA_24916g0010.1
MA_249305g0010.1
MA_25086g0010.1
MA_252158g0010.1
MA_25231g0010.1
MA_253237g0010.1
MA_254338g0010.1
MA_256965g0010.1
MA_257380g0020.1
MA_258985g0010.1
MA_25919g0010.1
MA_25938g0010.1
MA_2611679g0010.1
MA_26306g0010.1
MA_263716g0010.1
MA_266256g0010.1
MA_266256g0020.1
MA_267089g0010.1
MA_2674g0010.1
MA_26811g0010.1
MA_27424g0010.1
MA_27441g0010.1
MA_276439g0010.1
MA_2791g0010.1
MA_28034g0010.1
MA_2809g0010.1
MA_282g0010.1
MA_28400g0010.1
MA_28455g0010.1
MA_285706g0010.1
MA_285833g0010.1
MA_28597g0010.1
MA_2868651g0010.1
MA_286876g0010.1
MA_291092g0010.1
MA_291496g0010.1
MA_292265g0010.1
MA_293357g0010.1
MA_296014g0010.1
MA_296014g0020.1
MA_29682g0010.1
MA_297055g0010.1
MA_2974g0010.1
MA_2978662g0010.1
MA_299684g0010.1
MA_3005g0010.1
MA_30261g0010.1
MA_303487g0010.1
MA_305339g0010.1
MA_3059651g0010.1
MA_306658g0010.1
MA_308084g0010.1
MA_308546g0010.1
MA_30958g0010.1
MA_30959g0010.1
MA_309699g0010.1
MA_310012g0010.1
MA_312849g0010.1
MA_313098g0010.1
MA_31668g0010.1
MA_3179g0020.1
MA_318090g0010.1
MA_318438g0010.1
MA_318438g0020.1
MA_32047g0010.1
MA_323670g0010.1
MA_327255g0010.1
MA_327467g0010.1
MA_32961g0010.1
MA_3303g0010.1
MA_3307g0020.1
MA_331768g0010.1
MA_3324502g0010.1
MA_334549g0010.1
MA_33479g0010.1
MA_3356606g0010.1
MA_3376790g0010.1
MA_337980g0010.1
MA_33911g0010.1
MA_340147g0010.1
MA_340194g0010.1
MA_3403026g0010.1
MA_340991g0010.1
MA_344969g0010.1
MA_345532g0010.1
MA_34737g0010.1
MA_347705g0010.1
MA_348255g0010.1
MA_34970g0010.1
MA_3497784g0010.1
MA_351754g0010.1
MA_352470g0010.1
MA_353889g0010.1
MA_354952g0010.1
MA_3555g0010.1
MA_35632g0010.1
MA_3585029g0010.1
MA_3591206g0010.1
MA_360165g0010.1
MA_36042g0010.1
MA_36102g0010.1
MA_36169g0010.1
MA_36564g0010.1
MA_366599g0010.1
MA_3670g0010.1
MA_367698g0010.1
MA_3688g0010.1
MA_3692838g0010.1
MA_37162g0010.1
MA_373239g0010.1
MA_37416g0010.1
MA_3753692g0010.1
MA_377488g0010.1
MA_379011g0010.1
MA_37943g0010.1
MA_379955g0010.1
MA_381942g0010.1
MA_3828g0020.1
MA_38303g0010.1
MA_387226g0010.1
MA_388691g0010.1
MA_3891g0010.1
MA_38978g0030.1
MA_38g0010.1
MA_390528g0010.1
MA_390544g0010.1
MA_391725g0010.1
MA_391894g0010.1
MA_39319g0010.1
MA_39532g0010.1
MA_395g0010.1
MA_3978829g0010.1
MA_398390g0010.1
MA_398469g0010.1
MA_4014100g0010.1
MA_4025805g0010.1
MA_40335g0010.1
MA_405354g0010.1
MA_40616g0010.1
MA_406287g0010.1
MA_407162g0010.1
MA_40881g0010.1
MA_409361g0010.1
MA_409389g0010.1
MA_40967g0020.1
MA_410546g0010.1
MA_41101g0010.1
MA_4125382g0010.1
MA_41382g0010.1
MA_414622g0020.1
MA_41476g0010.1
MA_41619g0010.1
MA_418720g0010.1
MA_42080g0010.1
MA_42113g0010.1
MA_422806g0010.1
MA_42427g0010.1
MA_4248g0010.1
MA_43111g0010.1
MA_4340g0010.1
MA_43509g0010.1
MA_4353361g0010.1
MA_436039g0010.1
MA_4379g0010.1
MA_439607g0010.1
MA_442130g0010.1
MA_442399g0010.1
MA_445959g0010.1
MA_4466g0010.1
MA_447489g0010.1
MA_450177g0010.1
MA_4501g0020.1
MA_45312g0010.1
MA_45349g0010.1
MA_45700g0010.1
MA_458668g0010.1
MA_458849g0010.1
MA_461627g0010.1
MA_463159g0010.1
MA_464043g0010.1
MA_464836g0010.1
MA_4666649g0010.1
MA_468260g0010.1
MA_468819g0010.1
MA_469g0010.1
MA_470416g0010.1
MA_4704g0010.1
MA_4711g0010.1
MA_471658g0010.1
MA_47191g0010.1
MA_47319g0010.1
MA_47367g0010.1
MA_47626g0010.1
MA_476672g0010.1
MA_476g0010.1
MA_478577g0010.1
MA_479353g0010.1
MA_479847g0010.1
MA_479900g0010.1
MA_4827452g0010.1
MA_483194g0010.1
MA_483364g0010.1
MA_48348g0010.1
MA_484946g0010.1
MA_485149g0010.1
MA_48594g0010.1
MA_4861091g0010.1
MA_48649g0010.1
MA_486760g0010.1
MA_487045g0010.1
MA_48816g0010.1
MA_488631g0010.1
MA_488753g0010.1
MA_48961g0010.1
MA_490391g0010.1
MA_491379g0010.1
MA_493501g0010.1
MA_49605g0010.1
MA_49605g0020.1
MA_496320g0010.1
MA_497147g0010.1
MA_49757g0010.1
MA_4992g0010.1
MA_499305g0010.1
MA_50175g0010.1
MA_5025g0010.1
MA_502836g0010.1
MA_505653g0010.1
MA_5086086g0010.1
MA_5100241g0010.1
MA_5118g0020.1
MA_51223g0010.1
MA_516116g0010.1
MA_51624g0010.1
MA_5176g0010.1
MA_5178050g0010.1
MA_518696g0010.1
MA_522798g0010.1
MA_5227g0030.1
MA_52346g0010.1
MA_52359g0010.1
MA_5243726g0010.1
MA_524595g0010.1
MA_524889g0010.1
MA_525155g0010.1
MA_52608g0010.1
MA_52821g0010.1
MA_5286759g0010.1
MA_52972g0010.1
MA_53054g0010.1
MA_530712g0010.1
MA_531014g0010.1
MA_531422g0010.1
MA_5322154g0010.1
MA_53365g0010.1
MA_53529g0010.1
MA_5354107g0010.1
MA_5355707g0010.1
MA_5413253g0010.1
MA_541418g0010.1
MA_542770g0010.1
MA_5428g0020.1
MA_54476g0010.1
MA_5457104g0010.1
MA_54652g0010.1
MA_5468018g0010.1
MA_54742g0010.1
MA_5476578g0010.1
MA_54880g0010.1
MA_55138g0010.1
MA_5518780g0010.1
MA_552873g0010.1
MA_55418g0010.1
MA_55426g0010.1
MA_556510g0010.1
MA_55685g0010.1
MA_557759g0010.1
MA_5603210g0010.1
MA_56062g0020.1
MA_56156g0010.1
MA_56211g0010.1
MA_56527g0010.1
MA_56595g0010.1
MA_5664g0010.1
MA_56689g0010.1
MA_5676077g0010.1
MA_568309g0010.1
MA_5692971g0010.1
MA_5706806g0010.1
MA_57186g0010.1
MA_57437g0010.1
MA_5762206g0010.1
MA_5763106g0010.1
MA_57689g0010.1
MA_57712g0020.1
MA_5775g0010.1
MA_578029g0010.1
MA_58159g0010.1
MA_5834239g0010.1
MA_58651g0010.1
MA_586908g0010.1
MA_5883g0010.1
MA_5917g0010.1
MA_5937603g0010.1
MA_59693g0010.1
MA_5972053g0010.1
MA_5978g0020.1
MA_5999197g0010.1
MA_6007047g0010.1
MA_601142g0010.1
MA_602830g0010.1
MA_60383g0010.1
MA_6069404g0010.1
MA_608139g0010.1
MA_61306g0010.1
MA_61409g0010.1
MA_61439g0010.1
MA_61439g0020.1
MA_614634g0010.1
MA_616100g0010.1
MA_6164881g0010.1
MA_621613g0010.1
MA_62314g0010.1
MA_62463g0010.1
MA_625323g0010.1
MA_6271831g0010.1
MA_62786g0010.1
MA_62989g0010.1
MA_6306g0010.1
MA_631234g0010.1
MA_63231g0010.1
MA_6391g0010.1
MA_648065g0010.1
MA_648326g0010.1
MA_648399g0010.1
MA_64990g0010.1
MA_64994g0010.1
MA_6505958g0010.1
MA_65113g0010.1
MA_65259g0010.1
MA_65346g0010.1
MA_6571438g0010.1
MA_657g0010.1
MA_6585286g0010.1
MA_660850g0010.1
MA_6614591g0010.1
MA_665140g0010.1
MA_6661624g0010.1
MA_666378g0010.1
MA_66900g0010.1
MA_67091g0010.1
MA_671328g0010.1
MA_6714047g0010.1
MA_67269g0010.1
MA_673492g0010.1
MA_68061g0010.1
MA_6810654g0010.1
MA_6830674g0010.1
MA_68401g0010.1
MA_685468g0010.1
MA_686579g0010.1
MA_6869016g0010.1
MA_68973g0010.1
MA_6900320g0010.1
MA_69008g0010.1
MA_69077g0010.1
MA_6920158g0010.1
MA_69370g0010.1
MA_693782g0010.1
MA_6949120g0010.1
MA_69557g0010.1
MA_69695g0010.1
MA_69814g0010.1
MA_7062120g0010.1
MA_707397g0010.1
MA_70814g0010.1
MA_7082827g0010.1
MA_7129g0010.1
MA_7163462g0010.1
MA_7188g0010.1
MA_7197623g0010.1
MA_71979g0010.1
MA_72133g0010.1
MA_722400g0010.1
MA_7234847g0010.1
MA_724730g0010.1
MA_7261g0010.1
MA_72644g0010.1
MA_72684g0020.1
MA_7303847g0010.1
MA_730460g0010.1
MA_73048g0010.1
MA_7335578g0010.1
MA_73436g0010.1
MA_7352647g0010.1
MA_7353g0010.1
MA_73579g0010.1
MA_7358702g0010.1
MA_740247g0010.1
MA_74039g0010.1
MA_74264g0020.1
MA_744029g0010.1
MA_7446265g0010.1
MA_74624g0010.1
MA_747988g0010.1
MA_7480666g0010.1
MA_7484564g0010.1
MA_74873g0010.1
MA_7500576g0010.1
MA_75023g0010.1
MA_7537g0010.1
MA_758606g0010.1
MA_7586g0010.1
MA_7592456g0010.1
MA_7639334g0010.1
MA_7639g0010.1
MA_7645347g0010.1
MA_76641g0010.1
MA_7670414g0010.1
MA_770477g0010.1
MA_77075g0010.1
MA_771456g0010.1
MA_7732837g0010.1
MA_7732g0010.1
MA_77420g0010.1
MA_77583g0010.1
MA_7765271g0010.1
MA_77701g0010.1
MA_777801g0010.1
MA_7780396g0010.1
MA_7794578g0010.1
MA_7834417g0010.1
MA_7899099g0010.1
MA_7902181g0010.1
MA_7906475g0010.1
MA_7909224g0010.1
MA_79145g0010.1
MA_7929538g0010.1
MA_79619g0010.1
MA_8002527g0010.1
MA_800595g0010.1
MA_80324g0020.1
MA_8033g0010.1
MA_80423g0010.1
MA_80427g0010.1
MA_8043856g0010.1
MA_8049g0010.1
MA_8052587g0010.1
MA_805816g0010.1
MA_80683g0010.1
MA_807360g0010.1
MA_808345g0010.1
MA_8090186g0010.1
MA_809g0010.1
MA_810002g0010.1
MA_813524g0010.1
MA_81508g0010.1
MA_815561g0010.1
MA_815900g0010.1
MA_81735g0010.1
